Call Id,Agent,Date,Month,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID4180,Jim,15-Mar-21,Mar,10:09,Technical Support,Y,Y,31,0:02:53,4
ID4181,Martha,15-Mar-21,Mar,10:13,Contract related,Y,Y,13,0:03:05,3
ID4182,Stewart,15-Mar-21,Mar,10:13,Technical Support,Y,Y,79,0:01:48,3
ID4183,Stewart,15-Mar-21,Mar,11:06,Contract related,Y,Y,49,0:05:00,2
ID4184,Stewart,15-Mar-21,Mar,11:06,Technical Support,Y,Y,89,0:03:59,1
ID4185,Jim,15-Mar-21,Mar,11:09,Streaming,Y,Y,37,0:04:57,5
ID4186,Becky,15-Mar-21,Mar,11:09,Streaming,N,N,0,0:00:00,0
ID4187,Jim,15-Mar-21,Mar,11:58,Contract related,N,N,0,0:00:00,0
ID4188,Diane,15-Mar-21,Mar,11:58,Admin Support,Y,Y,51,0:02:22,3
ID4189,Greg,15-Mar-21,Mar,12:10,Payment related,Y,Y,49,0:02:11,1
ID4190,Jim,15-Mar-21,Mar,12:10,Payment related,N,N,0,0:00:00,0
ID4191,Becky,15-Mar-21,Mar,12:28,Admin Support,Y,Y,14,0:05:44,4
ID4192,Joe,15-Mar-21,Mar,12:28,Payment related,Y,Y,91,0:04:47,3
ID4193,Becky,15-Mar-21,Mar,13:07,Contract related,N,N,0,0:00:00,0
ID4194,Greg,15-Mar-21,Mar,13:07,Admin Support,Y,Y,111,0:03:08,3
ID4195,Martha,15-Mar-21,Mar,13:33,Contract related,Y,Y,80,0:04:46,5
ID4196,Dan,15-Mar-21,Mar,13:33,Admin Support,Y,Y,119,0:01:54,3
ID4197,Jim,15-Mar-21,Mar,13:52,Contract related,Y,Y,68,0:03:17,3
ID4198,Stewart,15-Mar-21,Mar,13:52,Payment related,N,N,0,0:00:00,0
ID4199,Jim,15-Mar-21,Mar,14:09,Contract related,Y,Y,109,0:02:25,3
ID4200,Stewart,15-Mar-21,Mar,14:09,Streaming,Y,Y,24,0:06:56,4
ID4201,Diane,15-Mar-21,Mar,14:26,Technical Support,Y,Y,55,0:02:25,5
ID4202,Dan,15-Mar-21,Mar,14:26,Admin Support,Y,Y,92,0:04:14,5
ID4203,Martha,15-Mar-21,Mar,15:51,Technical Support,Y,Y,106,0:03:22,3
ID4204,Diane,15-Mar-21,Mar,15:51,Admin Support,Y,Y,28,0:01:25,3
ID4205,Becky,15-Mar-21,Mar,16:04,Payment related,Y,Y,28,0:02:32,5
ID4206,Dan,15-Mar-21,Mar,16:04,Contract related,Y,N,40,0:05:57,2
ID4207,Greg,15-Mar-21,Mar,16:27,Technical Support,Y,Y,12,0:06:45,5
ID4208,Joe,15-Mar-21,Mar,16:27,Streaming,Y,Y,61,0:02:29,5
ID4209,Becky,15-Mar-21,Mar,17:05,Streaming,Y,Y,92,0:01:24,1
ID4210,Jim,15-Mar-21,Mar,17:05,Technical Support,N,N,0,0:00:00,0
ID4211,Greg,15-Mar-21,Mar,17:11,Payment related,N,N,0,0:00:00,0
ID4212,Greg,15-Mar-21,Mar,17:11,Admin Support,Y,Y,43,0:00:36,3
ID4213,Joe,15-Mar-21,Mar,17:18,Admin Support,Y,Y,46,0:03:53,5
ID4214,Dan,15-Mar-21,Mar,17:18,Technical Support,Y,Y,51,0:06:02,4
ID4215,Diane,15-Mar-21,Mar,17:28,Contract related,Y,Y,13,0:01:14,3
ID4216,Diane,15-Mar-21,Mar,17:28,Payment related,Y,N,19,0:01:44,5
ID4217,Becky,15-Mar-21,Mar,17:32,Admin Support,Y,Y,30,0:03:29,3
ID4218,Dan,15-Mar-21,Mar,17:32,Technical Support,Y,Y,122,0:06:34,3
ID4219,Greg,15-Mar-21,Mar,17:47,Admin Support,Y,Y,83,0:03:41,2
ID4220,Jim,15-Mar-21,Mar,17:47,Technical Support,N,N,0,0:00:00,0
ID4221,Joe,16-Mar-21,Mar,9:11,Technical Support,Y,Y,125,0:01:15,4
ID4222,Joe,16-Mar-21,Mar,9:11,Admin Support,Y,Y,80,0:01:09,2
ID4223,Stewart,16-Mar-21,Mar,9:46,Streaming,Y,Y,112,0:05:47,2
ID4224,Greg,16-Mar-21,Mar,9:46,Streaming,Y,Y,113,0:03:26,5
ID4225,Dan,16-Mar-21,Mar,10:09,Admin Support,Y,Y,95,0:04:00,4
ID4226,Joe,16-Mar-21,Mar,10:09,Streaming,Y,Y,40,0:03:15,3
ID4227,Dan,16-Mar-21,Mar,10:10,Streaming,Y,Y,106,0:06:52,3
ID4228,Greg,16-Mar-21,Mar,10:10,Payment related,Y,Y,38,0:03:33,3
ID4229,Martha,16-Mar-21,Mar,10:23,Contract related,N,N,0,0:00:00,0
ID4230,Greg,16-Mar-21,Mar,10:23,Streaming,Y,Y,61,0:04:00,3
ID4231,Dan,16-Mar-21,Mar,10:23,Admin Support,N,N,0,0:00:00,0
ID4232,Joe,16-Mar-21,Mar,10:23,Streaming,N,N,0,0:00:00,0
ID4233,Martha,16-Mar-21,Mar,10:35,Streaming,N,N,0,0:00:00,0
ID4234,Jim,16-Mar-21,Mar,10:35,Admin Support,Y,Y,70,0:04:11,1
ID4235,Becky,16-Mar-21,Mar,11:12,Technical Support,N,N,0,0:00:00,0
ID4236,Dan,16-Mar-21,Mar,11:12,Streaming,N,N,0,0:00:00,0
ID4237,Stewart,16-Mar-21,Mar,11:44,Technical Support,Y,Y,56,0:05:36,4
ID4238,Stewart,16-Mar-21,Mar,11:44,Streaming,Y,Y,26,0:06:11,4
ID4239,Diane,16-Mar-21,Mar,12:21,Technical Support,Y,Y,11,0:03:06,4
ID4240,Greg,16-Mar-21,Mar,12:21,Payment related,Y,Y,22,0:06:31,1
ID4241,Jim,16-Mar-21,Mar,12:43,Streaming,Y,Y,33,0:06:40,3
ID4242,Stewart,16-Mar-21,Mar,12:43,Streaming,Y,Y,58,0:01:06,4
ID4243,Greg,16-Mar-21,Mar,12:48,Contract related,Y,Y,72,0:05:47,3
ID4244,Greg,16-Mar-21,Mar,12:48,Payment related,Y,Y,63,0:05:27,5
ID4245,Diane,16-Mar-21,Mar,13:04,Streaming,Y,Y,52,0:03:32,4
ID4246,Joe,16-Mar-21,Mar,13:04,Streaming,N,N,0,0:00:00,0
ID4247,Stewart,16-Mar-21,Mar,13:16,Technical Support,Y,Y,106,0:05:31,5
ID4248,Diane,16-Mar-21,Mar,13:16,Admin Support,Y,Y,26,0:06:34,3
ID4249,Diane,16-Mar-21,Mar,13:29,Payment related,Y,Y,76,0:03:29,5
ID4250,Stewart,16-Mar-21,Mar,13:29,Technical Support,Y,Y,45,0:06:29,5
ID4251,Martha,16-Mar-21,Mar,13:32,Contract related,N,N,0,0:00:00,0
ID4252,Dan,16-Mar-21,Mar,13:32,Payment related,Y,Y,61,0:01:30,3
ID4253,Greg,16-Mar-21,Mar,13:56,Technical Support,N,N,0,0:00:00,0
ID4254,Dan,16-Mar-21,Mar,13:56,Contract related,Y,N,38,0:04:55,2
ID4255,Jim,16-Mar-21,Mar,14:09,Contract related,Y,Y,19,0:02:13,4
ID4256,Joe,16-Mar-21,Mar,14:09,Streaming,Y,Y,15,0:03:03,4
ID4257,Becky,16-Mar-21,Mar,14:13,Streaming,Y,Y,90,0:04:55,3
ID4258,Stewart,16-Mar-21,Mar,14:13,Admin Support,Y,Y,99,0:01:04,3
ID4259,Becky,16-Mar-21,Mar,14:13,Contract related,Y,Y,18,0:01:56,5
ID4260,Jim,16-Mar-21,Mar,14:13,Payment related,Y,Y,65,0:02:35,4
ID4261,Martha,16-Mar-21,Mar,14:25,Admin Support,Y,Y,91,0:05:37,4
ID4262,Jim,16-Mar-21,Mar,14:25,Streaming,Y,Y,95,0:02:04,4
ID4263,Jim,16-Mar-21,Mar,14:34,Streaming,Y,Y,87,0:04:44,4
ID4264,Dan,16-Mar-21,Mar,14:34,Payment related,Y,Y,71,0:06:01,3
ID4265,Jim,16-Mar-21,Mar,15:21,Admin Support,Y,Y,74,0:03:04,5
ID4266,Jim,16-Mar-21,Mar,15:21,Technical Support,Y,Y,28,0:05:05,4
ID4267,Joe,16-Mar-21,Mar,15:40,Contract related,Y,Y,101,0:02:53,3
ID4268,Martha,16-Mar-21,Mar,15:40,Contract related,N,N,0,0:00:00,0
ID4269,Martha,16-Mar-21,Mar,15:43,Payment related,Y,Y,90,0:04:48,3
ID4270,Joe,16-Mar-21,Mar,15:43,Contract related,Y,Y,76,0:04:56,5
ID4271,Diane,16-Mar-21,Mar,16:00,Payment related,N,N,0,0:00:00,0
ID4272,Joe,16-Mar-21,Mar,16:00,Contract related,Y,N,20,0:01:19,5
ID4273,Becky,16-Mar-21,Mar,16:13,Contract related,Y,N,26,0:06:19,3
ID4274,Stewart,16-Mar-21,Mar,16:13,Contract related,Y,Y,53,0:01:12,3
ID4275,Greg,16-Mar-21,Mar,16:36,Contract related,Y,Y,26,0:02:57,4
ID4276,Joe,16-Mar-21,Mar,16:36,Payment related,Y,Y,66,0:03:42,3
ID4277,Dan,16-Mar-21,Mar,17:09,Payment related,Y,N,105,0:05:32,4
ID4278,Diane,16-Mar-21,Mar,17:09,Admin Support,Y,Y,111,0:01:13,3
ID4279,Martha,16-Mar-21,Mar,17:49,Contract related,Y,Y,26,0:06:30,1
ID4280,Jim,16-Mar-21,Mar,17:49,Contract related,N,N,0,0:00:00,0
ID4281,Stewart,17-Mar-21,Mar,9:05,Payment related,Y,N,50,0:02:52,4
ID4282,Dan,17-Mar-21,Mar,9:05,Streaming,Y,Y,57,0:06:06,5
ID4283,Jim,17-Mar-21,Mar,9:43,Technical Support,Y,Y,26,0:01:19,5
ID4284,Greg,17-Mar-21,Mar,9:43,Admin Support,Y,Y,104,0:06:58,1
ID4285,Becky,17-Mar-21,Mar,10:59,Technical Support,Y,Y,93,0:05:21,1
ID4286,Jim,17-Mar-21,Mar,10:59,Technical Support,Y,Y,108,0:02:05,3
ID4287,Martha,17-Mar-21,Mar,11:25,Streaming,Y,Y,42,0:02:22,5
ID4288,Martha,17-Mar-21,Mar,11:25,Technical Support,N,N,0,0:00:00,0
ID4289,Jim,17-Mar-21,Mar,11:44,Admin Support,Y,Y,94,0:05:17,5
ID4290,Dan,17-Mar-21,Mar,11:44,Contract related,Y,Y,74,0:03:05,3
ID4291,Diane,17-Mar-21,Mar,12:43,Contract related,Y,Y,117,0:02:21,5
ID4292,Dan,17-Mar-21,Mar,12:43,Admin Support,N,N,0,0:00:00,0
ID4293,Martha,17-Mar-21,Mar,13:01,Payment related,Y,Y,49,0:00:54,1
ID4294,Diane,17-Mar-21,Mar,13:01,Streaming,Y,Y,23,0:04:40,3
ID4295,Joe,17-Mar-21,Mar,13:24,Streaming,N,N,0,0:00:00,0
ID4296,Martha,17-Mar-21,Mar,13:24,Streaming,Y,Y,84,0:02:16,5
ID4297,Martha,17-Mar-21,Mar,13:58,Payment related,Y,Y,69,0:01:19,1
ID4298,Diane,17-Mar-21,Mar,13:58,Technical Support,Y,Y,25,0:04:44,3
ID4299,Becky,17-Mar-21,Mar,14:00,Payment related,N,N,0,0:00:00,0
ID4300,Martha,17-Mar-21,Mar,14:00,Technical Support,N,N,0,0:00:00,0
ID4301,Greg,17-Mar-21,Mar,14:19,Payment related,Y,Y,34,0:04:33,4
ID4302,Joe,17-Mar-21,Mar,14:19,Streaming,Y,N,45,0:03:45,1
ID4303,Martha,17-Mar-21,Mar,14:21,Streaming,N,N,0,0:00:00,0
ID4304,Dan,17-Mar-21,Mar,14:21,Payment related,Y,Y,29,0:01:50,5
ID4305,Jim,17-Mar-21,Mar,15:17,Technical Support,Y,Y,26,0:03:15,4
ID4306,Diane,17-Mar-21,Mar,15:17,Streaming,Y,Y,115,0:04:28,4
ID4307,Martha,17-Mar-21,Mar,15:47,Payment related,Y,Y,78,0:04:08,3
ID4308,Jim,17-Mar-21,Mar,15:47,Streaming,Y,N,41,0:04:11,3
ID4309,Diane,17-Mar-21,Mar,16:20,Contract related,Y,Y,21,0:02:26,5
ID4310,Dan,17-Mar-21,Mar,16:20,Streaming,N,N,0,0:00:00,0
ID4311,Martha,17-Mar-21,Mar,16:22,Streaming,Y,Y,47,0:04:30,5
ID4312,Jim,17-Mar-21,Mar,16:22,Payment related,Y,N,98,0:05:59,2
ID4313,Joe,17-Mar-21,Mar,16:42,Contract related,N,N,0,0:00:00,0
ID4314,Martha,17-Mar-21,Mar,16:42,Payment related,Y,Y,51,0:04:34,4
ID4315,Becky,17-Mar-21,Mar,16:46,Streaming,Y,Y,70,0:05:35,4
ID4316,Diane,17-Mar-21,Mar,16:46,Contract related,Y,Y,58,0:06:20,2
ID4317,Jim,17-Mar-21,Mar,16:52,Technical Support,N,N,0,0:00:00,0
ID4318,Greg,17-Mar-21,Mar,16:52,Admin Support,N,N,0,0:00:00,0
ID4319,Greg,17-Mar-21,Mar,17:12,Streaming,Y,Y,39,0:03:54,5
ID4320,Joe,17-Mar-21,Mar,17:12,Payment related,Y,Y,55,0:03:25,1
ID4321,Diane,17-Mar-21,Mar,17:13,Contract related,Y,Y,80,0:03:05,3
ID4322,Dan,17-Mar-21,Mar,17:13,Payment related,Y,Y,68,0:03:29,4
ID4323,Diane,17-Mar-21,Mar,17:24,Technical Support,Y,Y,96,0:02:14,3
ID4324,Greg,17-Mar-21,Mar,17:24,Payment related,Y,Y,32,0:03:48,3
ID4325,Stewart,17-Mar-21,Mar,17:26,Admin Support,N,N,0,0:00:00,0
ID4326,Diane,17-Mar-21,Mar,17:26,Streaming,Y,Y,90,0:01:53,3
ID4327,Dan,17-Mar-21,Mar,17:48,Streaming,Y,Y,108,0:03:15,4
ID4328,Stewart,17-Mar-21,Mar,17:48,Technical Support,Y,N,120,0:05:34,4
ID4329,Dan,17-Mar-21,Mar,18:00,Contract related,Y,Y,21,0:04:39,5
ID4330,Greg,17-Mar-21,Mar,18:00,Contract related,N,N,0,0:00:00,0
ID4331,Martha,18-Mar-21,Mar,9:14,Payment related,Y,N,59,0:02:47,4
ID4332,Stewart,18-Mar-21,Mar,9:14,Admin Support,Y,Y,14,0:05:22,3
ID4333,Joe,18-Mar-21,Mar,9:21,Contract related,N,N,0,0:00:00,0
ID4334,Stewart,18-Mar-21,Mar,9:21,Streaming,Y,Y,57,0:00:44,3
ID4335,Dan,18-Mar-21,Mar,10:32,Streaming,Y,Y,123,0:04:04,3
ID4336,Dan,18-Mar-21,Mar,10:32,Streaming,Y,Y,71,0:05:41,3
ID4337,Stewart,18-Mar-21,Mar,10:56,Contract related,Y,N,71,0:04:16,3
ID4338,Martha,18-Mar-21,Mar,10:56,Technical Support,Y,Y,41,0:06:22,3
ID4339,Dan,18-Mar-21,Mar,11:38,Contract related,N,N,0,0:00:00,0
ID4340,Martha,18-Mar-21,Mar,11:38,Technical Support,Y,Y,80,0:05:43,4
ID4341,Stewart,18-Mar-21,Mar,12:02,Payment related,N,N,0,0:00:00,0
ID4342,Greg,18-Mar-21,Mar,12:02,Payment related,Y,Y,57,0:01:12,2
ID4343,Stewart,18-Mar-21,Mar,12:30,Streaming,Y,Y,17,0:02:39,3
ID4344,Martha,18-Mar-21,Mar,12:30,Admin Support,Y,Y,93,0:04:47,5
ID4345,Greg,18-Mar-21,Mar,12:51,Payment related,Y,Y,13,0:00:43,3
ID4346,Stewart,18-Mar-21,Mar,12:51,Payment related,Y,Y,64,0:01:42,4
ID4347,Stewart,18-Mar-21,Mar,13:36,Technical Support,Y,Y,98,0:01:50,5
ID4348,Greg,18-Mar-21,Mar,13:36,Technical Support,Y,N,83,0:02:28,2
ID4349,Martha,18-Mar-21,Mar,13:49,Streaming,Y,N,116,0:06:18,5
ID4350,Becky,18-Mar-21,Mar,13:49,Streaming,Y,Y,104,0:00:46,2
ID4351,Martha,18-Mar-21,Mar,14:02,Streaming,Y,Y,83,0:05:34,5
ID4352,Martha,18-Mar-21,Mar,14:02,Admin Support,Y,Y,26,0:06:48,4
ID4353,Diane,18-Mar-21,Mar,14:25,Admin Support,Y,Y,47,0:00:36,2
ID4354,Jim,18-Mar-21,Mar,14:25,Contract related,N,N,0,0:00:00,0
ID4355,Dan,18-Mar-21,Mar,14:41,Admin Support,N,N,0,0:00:00,0
ID4356,Joe,18-Mar-21,Mar,14:41,Technical Support,Y,N,34,0:03:07,4
ID4357,Becky,18-Mar-21,Mar,14:52,Technical Support,Y,Y,65,0:03:42,5
ID4358,Diane,18-Mar-21,Mar,14:52,Streaming,Y,Y,54,0:06:19,3
ID4359,Joe,18-Mar-21,Mar,14:52,Technical Support,Y,Y,108,0:05:15,4
ID4360,Jim,18-Mar-21,Mar,14:52,Contract related,Y,Y,114,0:04:42,4
ID4361,Jim,18-Mar-21,Mar,15:48,Admin Support,Y,Y,109,0:02:59,3
ID4362,Jim,18-Mar-21,Mar,15:48,Streaming,Y,Y,115,0:03:35,3
ID4363,Joe,18-Mar-21,Mar,16:03,Streaming,Y,Y,125,0:04:07,3
ID4364,Joe,18-Mar-21,Mar,16:03,Technical Support,Y,Y,116,0:03:19,4
ID4365,Greg,18-Mar-21,Mar,16:16,Admin Support,Y,Y,12,0:02:51,3
ID4366,Becky,18-Mar-21,Mar,16:16,Streaming,Y,Y,96,0:02:14,5
ID4367,Diane,18-Mar-21,Mar,16:30,Streaming,Y,Y,13,0:05:17,5
ID4368,Jim,18-Mar-21,Mar,16:30,Payment related,N,N,0,0:00:00,0
ID4369,Jim,18-Mar-21,Mar,16:58,Contract related,Y,Y,96,0:06:22,3
ID4370,Greg,18-Mar-21,Mar,16:58,Payment related,N,N,0,0:00:00,0
ID4371,Dan,18-Mar-21,Mar,17:08,Streaming,Y,Y,37,0:05:55,3
ID4372,Stewart,18-Mar-21,Mar,17:08,Technical Support,Y,Y,45,0:06:15,4
ID4373,Becky,18-Mar-21,Mar,17:22,Streaming,Y,Y,44,0:02:44,5
ID4374,Greg,18-Mar-21,Mar,17:22,Contract related,N,N,0,0:00:00,0
ID4375,Martha,18-Mar-21,Mar,17:26,Contract related,Y,Y,65,0:03:19,3
ID4376,Martha,18-Mar-21,Mar,17:26,Streaming,Y,Y,48,0:02:07,4
ID4377,Stewart,18-Mar-21,Mar,17:41,Technical Support,Y,Y,119,0:02:34,1
ID4378,Jim,18-Mar-21,Mar,17:41,Contract related,Y,N,102,0:05:16,3
ID4379,Stewart,19-Mar-21,Mar,9:15,Contract related,Y,Y,30,0:05:10,5
ID4380,Joe,19-Mar-21,Mar,9:15,Payment related,Y,Y,51,0:05:19,1
ID4381,Jim,19-Mar-21,Mar,9:47,Contract related,N,N,0,0:00:00,0
ID4382,Becky,19-Mar-21,Mar,9:47,Technical Support,Y,Y,39,0:05:10,5
ID4383,Becky,19-Mar-21,Mar,10:03,Payment related,Y,Y,102,0:05:27,2
ID4384,Stewart,19-Mar-21,Mar,10:03,Payment related,Y,Y,112,0:00:40,3
ID4385,Becky,19-Mar-21,Mar,10:14,Payment related,N,N,0,0:00:00,0
ID4386,Martha,19-Mar-21,Mar,10:14,Technical Support,Y,Y,42,0:04:36,5
ID4387,Greg,19-Mar-21,Mar,11:12,Admin Support,Y,Y,87,0:01:28,3
ID4388,Becky,19-Mar-21,Mar,11:12,Payment related,N,N,0,0:00:00,0
ID4389,Becky,19-Mar-21,Mar,11:13,Contract related,Y,Y,123,0:02:32,3
ID4390,Stewart,19-Mar-21,Mar,11:13,Payment related,N,N,0,0:00:00,0
ID4391,Dan,19-Mar-21,Mar,11:29,Contract related,Y,Y,98,0:01:26,3
ID4392,Jim,19-Mar-21,Mar,11:29,Streaming,Y,Y,45,0:00:39,4
ID4393,Stewart,19-Mar-21,Mar,12:14,Payment related,Y,Y,50,0:02:14,3
ID4394,Joe,19-Mar-21,Mar,12:14,Payment related,Y,Y,102,0:04:30,4
ID4395,Diane,19-Mar-21,Mar,12:27,Admin Support,Y,Y,93,0:02:12,1
ID4396,Stewart,19-Mar-21,Mar,12:27,Admin Support,Y,Y,28,0:05:27,3
ID4397,Jim,19-Mar-21,Mar,12:59,Payment related,N,N,0,0:00:00,0
ID4398,Martha,19-Mar-21,Mar,12:59,Streaming,N,N,0,0:00:00,0
ID4399,Joe,19-Mar-21,Mar,12:59,Technical Support,Y,N,123,0:00:46,4
ID4400,Greg,19-Mar-21,Mar,12:59,Admin Support,Y,Y,112,0:04:09,4
ID4401,Stewart,19-Mar-21,Mar,13:07,Contract related,Y,Y,12,0:01:16,3
ID4402,Dan,19-Mar-21,Mar,13:07,Contract related,Y,Y,107,0:06:01,4
ID4403,Diane,19-Mar-21,Mar,13:55,Technical Support,Y,Y,97,0:03:38,2
ID4404,Joe,19-Mar-21,Mar,13:55,Contract related,N,N,0,0:00:00,0
ID4405,Joe,19-Mar-21,Mar,14:18,Admin Support,N,N,0,0:00:00,0
ID4406,Diane,19-Mar-21,Mar,14:18,Admin Support,Y,Y,98,0:06:47,4
ID4407,Jim,19-Mar-21,Mar,15:21,Streaming,Y,Y,96,0:05:49,2
ID4408,Diane,19-Mar-21,Mar,15:21,Payment related,N,N,0,0:00:00,0
ID4409,Joe,19-Mar-21,Mar,15:24,Payment related,Y,Y,60,0:01:17,1
ID4410,Joe,19-Mar-21,Mar,15:24,Contract related,Y,Y,115,0:04:56,3
ID4411,Martha,19-Mar-21,Mar,15:28,Contract related,Y,Y,86,0:02:17,4
ID4412,Martha,19-Mar-21,Mar,15:28,Payment related,Y,Y,99,0:02:10,2
ID4413,Greg,19-Mar-21,Mar,15:34,Admin Support,Y,N,55,0:03:31,4
ID4414,Joe,19-Mar-21,Mar,15:34,Streaming,Y,N,100,0:01:32,2
ID4415,Becky,19-Mar-21,Mar,16:27,Contract related,Y,Y,101,0:01:24,4
ID4416,Joe,19-Mar-21,Mar,16:27,Payment related,Y,Y,105,0:06:19,5
ID4417,Stewart,19-Mar-21,Mar,16:33,Payment related,N,N,0,0:00:00,0
ID4418,Greg,19-Mar-21,Mar,16:33,Contract related,Y,Y,47,0:06:54,4
ID4419,Greg,19-Mar-21,Mar,16:43,Admin Support,Y,Y,123,0:02:40,3
ID4420,Jim,19-Mar-21,Mar,16:43,Streaming,Y,N,108,0:04:39,3
ID4421,Stewart,20-Mar-21,Mar,9:05,Admin Support,N,N,0,0:00:00,0
ID4422,Martha,20-Mar-21,Mar,9:05,Technical Support,Y,Y,35,0:01:07,5
ID4423,Jim,20-Mar-21,Mar,9:57,Technical Support,Y,Y,80,0:03:07,5
ID4424,Dan,20-Mar-21,Mar,9:57,Technical Support,Y,Y,16,0:02:55,5
ID4425,Dan,20-Mar-21,Mar,10:17,Admin Support,Y,Y,102,0:06:15,3
ID4426,Stewart,20-Mar-21,Mar,10:17,Streaming,N,N,0,0:00:00,0
ID4427,Joe,20-Mar-21,Mar,10:19,Streaming,Y,Y,111,0:06:16,3
ID4428,Becky,20-Mar-21,Mar,10:19,Payment related,Y,Y,81,0:04:45,4
ID4429,Diane,20-Mar-21,Mar,10:42,Contract related,N,N,0,0:00:00,0
ID4430,Martha,20-Mar-21,Mar,10:42,Technical Support,Y,Y,32,0:00:36,5
ID4431,Dan,20-Mar-21,Mar,11:12,Payment related,N,N,0,0:00:00,0
ID4432,Diane,20-Mar-21,Mar,11:12,Streaming,Y,Y,52,0:03:14,3
ID4433,Martha,20-Mar-21,Mar,11:25,Technical Support,Y,Y,112,0:03:11,5
ID4434,Becky,20-Mar-21,Mar,11:25,Technical Support,Y,Y,30,0:06:15,3
ID4435,Becky,20-Mar-21,Mar,11:47,Admin Support,Y,Y,91,0:01:59,1
ID4436,Greg,20-Mar-21,Mar,11:47,Streaming,Y,Y,53,0:05:15,3
ID4437,Becky,20-Mar-21,Mar,11:55,Contract related,N,N,0,0:00:00,0
ID4438,Diane,20-Mar-21,Mar,11:55,Contract related,N,N,0,0:00:00,0
ID4439,Jim,20-Mar-21,Mar,12:12,Technical Support,Y,Y,40,0:05:02,3
ID4440,Diane,20-Mar-21,Mar,12:12,Contract related,Y,Y,45,0:05:46,5
ID4441,Jim,20-Mar-21,Mar,12:24,Streaming,N,N,0,0:00:00,0
ID4442,Stewart,20-Mar-21,Mar,12:24,Admin Support,Y,Y,89,0:03:37,2
ID4443,Becky,20-Mar-21,Mar,13:07,Technical Support,Y,Y,24,0:01:50,5
ID4444,Diane,20-Mar-21,Mar,13:07,Technical Support,Y,Y,76,0:05:04,3
ID4445,Greg,20-Mar-21,Mar,13:12,Streaming,Y,Y,27,0:04:17,2
ID4446,Stewart,20-Mar-21,Mar,13:12,Contract related,Y,N,27,0:02:31,4
ID4447,Diane,20-Mar-21,Mar,13:42,Contract related,Y,Y,104,0:05:32,2
ID4448,Diane,20-Mar-21,Mar,13:42,Admin Support,Y,Y,110,0:03:29,1
ID4449,Joe,20-Mar-21,Mar,13:46,Contract related,Y,Y,51,0:05:11,4
ID4450,Dan,20-Mar-21,Mar,13:46,Contract related,Y,Y,65,0:05:49,2
ID4451,Greg,20-Mar-21,Mar,14:26,Admin Support,Y,Y,21,0:03:12,4
ID4452,Becky,20-Mar-21,Mar,14:26,Streaming,Y,Y,29,0:01:13,3
ID4453,Diane,20-Mar-21,Mar,15:23,Payment related,N,N,0,0:00:00,0
ID4454,Joe,20-Mar-21,Mar,15:23,Technical Support,N,N,0,0:00:00,0
ID4455,Stewart,20-Mar-21,Mar,15:41,Contract related,Y,Y,124,0:03:03,4
ID4456,Greg,20-Mar-21,Mar,15:41,Streaming,Y,Y,21,0:04:24,1
ID4457,Martha,20-Mar-21,Mar,15:43,Admin Support,Y,Y,121,0:02:18,3
ID4458,Becky,20-Mar-21,Mar,15:43,Technical Support,N,N,0,0:00:00,0
ID4459,Dan,20-Mar-21,Mar,15:43,Payment related,Y,Y,56,0:02:47,2
ID4460,Greg,20-Mar-21,Mar,15:43,Contract related,Y,Y,10,0:06:13,3
ID4461,Martha,20-Mar-21,Mar,15:44,Payment related,Y,Y,56,0:02:52,4
ID4462,Joe,20-Mar-21,Mar,15:44,Payment related,N,N,0,0:00:00,0
ID4463,Jim,20-Mar-21,Mar,15:56,Technical Support,Y,Y,17,0:00:31,3
ID4464,Martha,20-Mar-21,Mar,15:56,Contract related,Y,Y,37,0:00:50,5
ID4465,Becky,20-Mar-21,Mar,16:06,Streaming,Y,Y,108,0:01:06,5
ID4466,Diane,20-Mar-21,Mar,16:06,Technical Support,Y,Y,18,0:05:43,5
ID4467,Martha,20-Mar-21,Mar,16:50,Streaming,N,N,0,0:00:00,0
ID4468,Martha,20-Mar-21,Mar,16:50,Streaming,Y,Y,77,0:04:43,4
ID4469,Diane,20-Mar-21,Mar,17:32,Streaming,Y,Y,34,0:04:31,1
ID4470,Greg,20-Mar-21,Mar,17:32,Contract related,Y,Y,73,0:01:42,3
ID4471,Martha,20-Mar-21,Mar,17:44,Streaming,N,N,0,0:00:00,0
ID4472,Greg,20-Mar-21,Mar,17:44,Admin Support,Y,Y,120,0:02:42,3
ID4473,Stewart,20-Mar-21,Mar,17:57,Technical Support,Y,Y,100,0:05:17,1
ID4474,Martha,20-Mar-21,Mar,17:57,Payment related,Y,Y,93,0:06:18,4
ID4475,Diane,20-Mar-21,Mar,17:58,Streaming,Y,N,17,0:00:49,4
ID4476,Stewart,20-Mar-21,Mar,17:58,Payment related,Y,Y,17,0:05:09,2
ID4477,Jim,21-Mar-21,Mar,9:01,Contract related,Y,Y,56,0:04:25,2
ID4478,Diane,21-Mar-21,Mar,9:01,Admin Support,N,N,0,0:00:00,0
ID4479,Dan,21-Mar-21,Mar,9:04,Contract related,Y,Y,97,0:02:39,2
ID4480,Stewart,21-Mar-21,Mar,9:04,Streaming,Y,Y,25,0:06:20,4
ID4481,Diane,21-Mar-21,Mar,9:27,Technical Support,Y,Y,47,0:02:50,4
ID4482,Jim,21-Mar-21,Mar,9:27,Payment related,Y,Y,70,0:01:55,3
